0,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.001,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.002,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.003,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.004,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.005,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.006,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.007,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.008,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.009,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.01,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.011,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.012,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.013,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.014,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.015,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.016,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.017,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.018,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.019,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.02,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.021,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.022,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.023,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.024,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.025,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.026,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.027,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.028,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.029,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.03,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.031,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.032,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.033,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.034,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.035,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.036,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.037,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.038,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.039,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.04,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.041,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.042,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.043,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.044,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.045,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.046,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.047,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.048,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.049,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.05,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.051,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.052,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.053,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.054,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.055,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.056,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.057,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.058,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.059,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.06,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.061,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.062,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.063,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.064,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.065,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.066,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.067,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.068,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.069,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.07,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.071,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.072,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.073,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.074,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.075,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.076,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.077,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.078,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.079,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.08,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.081,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.082,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.083,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.084,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.085,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.086,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.087,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.088,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.089,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.09,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.091,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.092,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.093,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.094,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.095,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.096,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.097,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.098,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.099,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.1,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.101,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.102,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.103,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.104,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.105,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.106,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.107,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.108,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.109,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.11,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.111,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.112,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.113,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.114,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.115,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.116,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.117,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.118,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.119,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.12,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.121,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.122,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.123,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.124,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.125,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.126,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.127,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.128,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.129,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.13,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.131,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.132,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.133,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.134,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.135,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.136,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.137,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.138,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.139,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.14,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.141,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.142,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.143,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.144,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.145,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.146,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.147,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.148,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.149,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
0.15,-2.0859,-2.0857,-1.8438,0.78783,2.0859,0
